Country,Year,Status,Continent,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population
Eritrea,2006,Developing,Africa,59.7,336,7,0.97,94,128,14.3,9,94,94,1.4,297.828588,4666484
Eritrea,2005,Developing,Africa,59.4,34,7,1.07,96,19,13.9,9,96,96,1.6,276.75896,3969754
Eritrea,2004,Developing,Africa,59.1,342,7,0.64,84,24,13.6,10,98,98,1.8,287.4222243,3858623
Eritrea,2003,Developing,Africa,58.8,343,7,0.56,91,376,13.3,10,95,93,1.9,232.7945459,3738265
Eritrea,2002,Developing,Africa,58.5,343,7,0.83,86,460,13.1,10,92,9,1.9,21.7687981,3614639
Eritrea,2001,Developing,Africa,58.1,345,7,0.61,86,204,12.8,10,89,86,2,215.139213,3497124
Eritrea,2000,Developing,Africa,45.3,593,7,0.83,91,789,12.6,10,82,81,1.9,28.1969487,3392815
Estonia,2015,Developing,Europe,77.6,119,0,0.01,91,4,59.9,0,93,93,0.1,1774.9291,1315476
Estonia,2014,Developing,Europe,77.3,122,0,0.01,93,0,59.4,0,93,93,0.1,19941.45532,1314545
Estonia,2013,Developing,Europe,76.9,127,0,0.01,93,2,59,0,94,94,0.1,1929.7746,1317997
Estonia,2012,Developing,Europe,76.3,135,0,0.01,94,4,58.5,0,94,94,0.1,17421.8922,1322696
Estonia,2011,Developing,Europe,76.1,138,0,0.01,94,7,58,0,93,93,0.1,17454.84342,1327439
Estonia,2010,Developing,Europe,75.6,137,0,14.97,94,0,57.6,0,94,94,0.1,14638.6482,1331475
Estonia,2009,Developing,Europe,74.9,156,0,15.04,95,0,57.1,0,95,95,0.1,14726.31828,1334515
Estonia,2008,Developing,Europe,74.2,167,0,16.99,94,0,56.7,0,95,95,0.1,1894.5485,1337956
Estonia,2007,Developing,Europe,73,189,0,17.87,95,1,56.3,0,95,95,0.1,16586.452,1346872
Estonia,2006,Developing,Europe,73,188,0,16.58,95,27,55.9,0,95,95,0.1,12595.4165,1346815
Estonia,2005,Developing,Europe,72.8,189,0,15.52,95,2,55.5,0,96,96,0.1,1338.31322,1354775
Estonia,2004,Developing,Europe,72.3,195,0,15.07,99,0,55.2,0,95,94,0.1,885.465115,1362555
Estonia,2003,Developing,Europe,71.9,199,0,11.64,95,0,54.9,0,95,94,0.1,7174.237415,1377256
Estonia,2002,Developing,Europe,71.2,211,0,11.48,95,0,54.6,0,94,94,0.1,538.347781,1379353
Estonia,2001,Developing,Europe,78,225,0,0.01,94,0,54.3,0,94,94,0.1,4498.95727,1388115
Estonia,2000,Developing,Europe,78,218,0,0.01,95,9,54,0,93,93,0.1,47.32827,1396985
Ethiopia,2015,Developing,Africa,64.8,225,136,0.01,77,17745,17.6,194,75,77,0.6,645.4637627,9987333
Ethiopia,2014,Developing,Africa,64.2,234,140,0.01,77,12739,17.2,202,75,77,0.6,571.1622759,97366774
Ethiopia,2013,Developing,Africa,63.7,237,145,1.86,72,5253,16.8,211,7,72,0.9,52.1535887,94887724
Ethiopia,2012,Developing,Africa,63.3,241,150,1.84,69,4347,16.4,221,7,69,1.2,468.567249,92444183
Ethiopia,2011,Developing,Africa,62.6,249,156,1.32,65,3255,16,231,7,65,1.4,354.8463544,94675654
Ethiopia,2010,Developing,Africa,61.8,261,162,1.34,62,4235,15.6,243,69,61,1.7,341.39992,87726765
Ethiopia,2009,Developing,Africa,68,274,169,1.17,56,1176,15.3,256,65,58,2,379.7566385,85416253
Ethiopia,2008,Developing,Africa,59.8,289,177,1.13,52,3511,14.9,270,63,54,2.4,325.3825543,83184892
Ethiopia,2007,Developing,Africa,58.5,39,186,1.06,47,1446,14.5,286,61,5,2.8,243.326822,81495645
Ethiopia,2006,Developing,Africa,57.2,328,196,1.22,52,1451,14.2,304,59,46,3.3,193.794956,78856894
Ethiopia,2005,Developing,Africa,56,343,206,0.99,45,357,13.8,323,56,44,3.7,161.6266248,76727833
Ethiopia,2004,Developing,Africa,55,354,217,0.86,46,73,13.5,342,54,4,4.1,135.7623858,74624450
Ethiopia,2003,Developing,Africa,54,363,228,0.79,43,228,13.2,360,55,37,4.4,118.8734466,72545144
Ethiopia,2002,Developing,Africa,53.2,369,237,0.8,41,3332,12.9,377,55,35,4.6,111.3634356,74971920
Ethiopia,2001,Developing,Africa,52.5,372,246,0.85,52,2366,12.6,392,55,32,4.9,12.1789279,68492257
Ethiopia,2000,Developing,Africa,51.2,391,253,0.88,56,1660,12.3,404,55,3,5,123.876257,66537331
Fiji,2015,Developing,Oceania,69.9,188,0,0.01,99,0,62.7,0,99,99,0.1,4921.89629,892149
Fiji,2014,Developing,Oceania,69.7,19,0,0.01,99,0,61.9,0,99,99,0.1,546.3728,885866
Fiji,2013,Developing,Oceania,69.6,192,0,0.01,99,0,61.1,0,99,99,0.1,4763.68956,879715
Fiji,2012,Developing,Oceania,69.4,195,0,0.01,99,0,6.2,0,99,99,0.1,4546.73854,873596
Fiji,2011,Developing,Oceania,69.2,197,0,0.01,99,0,59.5,0,99,99,0.1,4353.121392,867862
Fiji,2010,Developing,Oceania,69.1,2,0,2.25,99,0,58.7,0,99,99,0.1,3651.966784,859957
Fiji,2009,Developing,Oceania,68.9,23,0,2.31,99,1,58,0,99,99,0.1,3369.48247,851967
Fiji,2008,Developing,Oceania,68.7,26,0,1.95,99,0,57.3,0,99,99,0.1,4177.657789,843345
Fiji,2007,Developing,Oceania,68.6,29,0,2.09,99,0,56.6,0,99,99,0.1,478.82327,834812
Fiji,2006,Developing,Oceania,68.5,211,0,2.06,99,136,55.9,0,98,98,0.1,3749.939813,827411
Fiji,2005,Developing,Oceania,68.3,214,0,2.02,99,0,55.1,0,97,96,0.1,3658.63832,821817
Fiji,2004,Developing,Oceania,68.1,218,0,1.63,99,37,54.2,0,96,95,0.1,3332.918533,818354
Fiji,2003,Developing,Oceania,68,22,0,1.76,99,305,53.2,0,95,94,0.1,2835.973972,816628
Fiji,2002,Developing,Oceania,67.9,22,0,1.85,99,304,52.2,0,94,93,0.1,2259.55796,815691
Fiji,2001,Developing,Oceania,67.8,221,0,1.93,98,17,51.2,0,92,91,0.1,238.891729,814218
Fiji,2000,Developing,Oceania,67.7,221,0,2.05,98,0,5.2,0,91,9,0.1,276.1338,811223
France,2015,Developing,Europe,82.4,78,2,11.5,86,157,62.5,3,98,98,0.1,36526.7711,6662468
France,2014,Developing,Europe,82.2,79,3,11.5,83,267,62,3,98,98,0.1,42955.24287,66331957
France,2013,Developing,Europe,82,81,3,11.1,74,272,61.6,3,99,99,0.1,42554.1225,6599857
France,2012,Developing,Europe,81.5,83,3,11.5,78,0,61.1,3,99,99,0.1,4838.2444,6565979
France,2011,Developing,Europe,81.7,83,3,11.8,74,14949,6.6,3,99,99,0.1,4381.288,65342776
France,2010,Developing,Europe,81.3,86,3,11.7,65,5048,6.1,3,99,99,0.1,473.34279,6527512
France,2009,Developing,Europe,81.1,88,3,11.8,51,1541,59.6,3,98,98,0.1,41631.13141,647744
France,2008,Developing,Europe,89,88,3,11.9,47,604,59.1,3,98,98,0.1,45413.6571,6437499
France,2007,Developing,Europe,89,89,3,12.2,42,39,58.6,3,99,98,0.1,416.58397,6416229
France,2006,Developing,Europe,86,92,3,12.4,39,40,58,4,99,99,0.1,36544.5853,63621376
France,2005,Developing,Europe,81,93,3,12.2,35,36,57.5,4,98,98,0.1,34879.72633,63179356
France,2004,Developing,Europe,82,94,3,13.18,35,4448,57,4,99,98,0.1,33874.74255,6274897
France,2003,Developing,Europe,79.3,99,3,13.49,28,0,56.4,4,96,97,0.1,29691.18158,62244884
France,2002,Developing,Europe,79.2,11,3,13.78,29,5185,55.8,4,97,97,0.1,24275.2426,6185267
France,2001,Developing,Europe,79,13,3,13.89,28,0,55.2,4,98,97,0.1,22527.31775,61357431
France,2000,Developing,Europe,78.8,13,3,13.63,26,10000,54.6,4,98,97,0.1,22465.64184,6912498
Gabon,2015,Developing,Africa,66,229,2,0.01,8,27,36.3,3,79,8,2.7,7388.984144,193175
Gabon,2014,Developing,Africa,65.5,237,2,0.01,7,33,35.8,3,68,7,2.8,9692.163874,1875713
Gabon,2013,Developing,Africa,64.6,255,2,8.86,79,122,35.2,3,77,79,3.7,9679.742995,1817271
Gabon,2012,Developing,Africa,63.5,276,2,8.3,82,2,34.6,3,8,82,4.9,9774.18117,1756817
Gabon,2011,Developing,Africa,62.8,289,2,8.9,75,2,34.1,3,75,75,6,1716.2258,169711
Gabon,2010,Developing,Africa,62.3,294,2,8.85,67,1,33.5,3,68,67,7,8754.113376,16421
Gabon,2009,Developing,Africa,61.7,31,2,8.64,79,0,33,3,74,76,8,763.66223,1586754
Gabon,2008,Developing,Africa,61.6,298,2,8.75,82,3,32.4,3,81,82,8.9,194.2746,1536411
Gabon,2007,Developing,Africa,61.6,291,2,9.02,75,0,31.9,3,78,81,10,8352.81711,1489193
Gabon,2006,Developing,Africa,61.4,288,2,8.01,52,90,31.4,3,44,45,10.7,727.777345,1444844
Gabon,2005,Developing,Africa,65,37,2,7.72,28,0,3.8,3,44,45,10.9,6741.293948,143126
Gabon,2004,Developing,Africa,59.7,322,2,8.13,63,63,3.3,3,44,45,11.1,5685.577736,136425
Gabon,2003,Developing,Africa,59.7,32,2,6.47,61,0,29.8,3,44,45,11,4892.11618,1328146
Gabon,2002,Developing,Africa,59.7,315,2,8.34,59,110,29.2,3,44,45,10.7,412.55271,129449
Gabon,2001,Developing,Africa,59.8,37,2,9.29,57,5129,28.7,3,44,45,10.1,3976.14887,1262259
Gabon,2000,Developing,Africa,61,296,2,8.87,55,15,28.1,3,44,45,9.5,4116.46693,1231122
Gambia,2015,Developing,Africa,61.1,262,3,0.01,97,71,27.3,5,96,97,1.7,526,2080000
Gambia,2014,Developing,Africa,68,266,3,0.01,96,1,26.7,5,97,96,1.7,509,2020000
Gambia,2013,Developing,Africa,66,266,3,0.01,97,0,26,5,96,97,1.6,492,1960000
Gambia,2012,Developing,Africa,62,269,3,0.01,98,0,25.4,5,98,98,1.4,475,1900000
Gambia,2011,Developing,Africa,59.8,277,3,3.41,96,0,24.8,5,95,96,1.8,458,1840000
Gambia,2010,Developing,Africa,59.3,284,3,3.48,97,2,24.1,6,97,97,2.1,440,1780000
Gambia,2009,Developing,Africa,59,286,3,2.99,97,0,23.5,6,97,98,2.7,425,1720000
Gambia,2008,Developing,Africa,58.7,287,3,2.79,98,0,22.8,6,96,96,3,410,1660000
Gambia,2007,Developing,Africa,58.5,288,3,2.64,97,0,22.2,6,94,95,3.1,393,1600000
Gambia,2006,Developing,Africa,58.2,288,3,2.93,95,0,21.5,6,94,95,3,374,1550000
Gambia,2005,Developing,Africa,57.7,294,3,2.26,95,0,2.9,6,94,95,3,356,1500000
Gambia,2004,Developing,Africa,57.3,296,3,2.51,95,0,2.3,6,88,87,2.9,343,1450000
Gambia,2003,Developing,Africa,57,297,3,2.47,94,119,19.7,6,87,87,2.7,327,1410000
Gambia,2002,Developing,Africa,56.6,298,3,2.08,92,32,19.1,6,86,87,2.5,315,1370000
Gambia,2001,Developing,Africa,56.3,3,3,2.25,91,99,18.5,6,85,87,2.3,308,1330000
Gambia,2000,Developing,Africa,55.9,33,3,2.18,91,336,18,6,84,8,2,303,1300000
Georgia,2015,Developing,Eurasia,74.4,129,1,6.84,94,431,56.2,1,91,94,0.1,3764.64912,37171
Georgia,2014,Developing,Eurasia,74.5,125,1,6.13,91,3188,55.3,1,91,91,0.1,4429.6575,3727
Georgia,2013,Developing,Eurasia,74.5,128,1,5.91,96,7872,54.4,1,94,93,0.1,4274.376857,3776
Georgia,2012,Developing,Eurasia,74.2,13,1,7.71,92,31,53.6,1,93,92,0.1,4142.869175,3825
Georgia,2011,Developing,Eurasia,73.9,127,1,8.14,89,64,52.8,1,88,94,0.1,3725.63221,3875
Georgia,2010,Developing,Eurasia,73.8,132,1,7.24,95,22,52,1,88,92,0.1,2964.47734,3926
Georgia,2009,Developing,Eurasia,73.2,133,1,6.66,54,23,51.3,1,93,88,0.1,276.588512,3978
Georgia,2008,Developing,Eurasia,73.9,128,1,7.17,89,56,5.5,1,9,92,0.1,3174.9491,43
Georgia,2007,Developing,Eurasia,74.4,12,1,8.65,94,44,49.9,1,88,98,0.1,2492.12878,482
Georgia,2006,Developing,Eurasia,73.9,126,1,6.18,84,334,49.2,1,89,88,0.1,1872.68416,4136
Georgia,2005,Developing,Eurasia,73.9,128,1,4.7,79,1356,48.6,1,82,82,0.1,153.57521,419
Georgia,2004,Developing,Eurasia,72.3,134,1,3.74,64,6847,48.1,1,66,78,0.1,127.367228,4245
Georgia,2003,Developing,Eurasia,72.7,132,1,3.36,48,216,47.5,2,74,75,0.1,928.18227,431
Georgia,2002,Developing,Eurasia,71.7,142,2,2.72,51,199,47,2,89,84,0.1,779.3845935,4357
Georgia,2001,Developing,Eurasia,73,121,2,2.76,61,35,46.5,2,83,87,0.1,733.974142,43864
Georgia,2000,Developing,Eurasia,71.8,129,2,3.28,55,50,46,2,81,8,0.1,691.997711,44183
Germany,2015,Developed,Europe,81,68,2,11.03,88,2464,62.3,3,94,95,0.1,41176.88158,81686611
Germany,2014,Developed,Europe,89,69,2,11.03,88,443,61.9,3,94,95,0.1,4792.65288,89825
Germany,2013,Developed,Europe,86,71,2,10.94,88,1771,61.4,3,94,95,0.1,4653.91143,864565
Germany,2012,Developed,Europe,86,71,2,11.18,88,166,6.9,3,94,95,0.1,4465.24891,8425823
Germany,2011,Developed,Europe,85,74,2,11.2,88,1607,6.4,3,94,95,0.1,4681.32796,8274983
Germany,2010,Developed,Europe,81,76,2,11.2,88,780,59.9,3,94,95,0.1,41785.55691,8177693
Germany,2009,Developed,Europe,80,79,2,11.22,88,574,59.5,3,95,96,0.1,41732.7725,819237
Germany,2008,Developed,Europe,79.9,8,2,11.36,87,917,59,3,95,96,0.1,45699.19832,821197
Germany,2007,Developed,Europe,79.8,82,3,11.5,86,567,58.5,3,95,96,0.1,41814.8191,82266372
Germany,2006,Developed,Europe,79.6,84,3,11.76,87,2307,58,3,94,96,0.1,36447.87232,82376451
Germany,2005,Developed,Europe,79.2,85,3,11.67,9,778,57.6,3,95,96,0.1,34696.6292,82469422
Germany,2004,Developed,Europe,79.1,86,3,11.83,88,121,57.1,3,96,96,0.1,34165.9343,8251626
Germany,2003,Developed,Europe,78.5,9,3,11.92,9,779,56.6,4,96,97,0.1,3359.95215,82534176
Germany,2002,Developed,Europe,78.4,91,3,12.25,87,4657,56.1,4,97,93,0.1,2525.16445,82488495
Germany,2001,Developed,Europe,78.3,92,3,12.46,86,6024,55.6,4,96,93,0.1,23687.31689,82349925
Germany,2000,Developed,Europe,78,95,3,12.91,84,0,55.1,4,94,9,0.1,23718.7467,8221158
Ghana,2015,Developing,Africa,62.4,249,37,0.01,88,23,28.6,52,88,88,0.7,1361.11395,27582821
Ghana,2014,Developing,Africa,62.1,253,37,0.01,98,124,28,54,93,98,0.8,1432.227943,26962563
Ghana,2013,Developing,Africa,61.9,254,38,0.01,94,319,27.3,55,91,9,0.9,1814.492297,26346251
Ghana,2012,Developing,Africa,61.6,257,39,0.01,92,1613,26.7,56,91,92,0.9,1629.8222,2573349
Ghana,2011,Developing,Africa,61.2,263,40,1.64,91,120,26.1,58,91,91,1.3,1574.978653,25121796
Ghana,2010,Developing,Africa,69,267,40,1.69,94,641,25.5,59,94,94,1.9,1312.67557,2451214
Ghana,2009,Developing,Africa,66,271,41,1.76,94,101,24.9,60,94,94,2.1,186.76538,2393831
Ghana,2008,Developing,Africa,63,275,41,1.78,93,82,24.2,61,92,93,2.2,1224.41554,2329864
Ghana,2007,Developing,Africa,59.9,28,41,1.25,94,6,23.6,61,94,94,2.6,19.686718,227212
Ghana,2006,Developing,Africa,59.4,288,41,1.7,84,420,23,62,84,84,2.9,922.9351677,22113425
Ghana,2005,Developing,Africa,58.9,296,41,1.5,84,435,22.4,62,85,84,3.1,498.172394,215429
Ghana,2004,Developing,Africa,58.3,34,41,1.46,83,60,21.8,62,81,8,3.2,423.1936389,2986536
Ghana,2003,Developing,Africa,57.9,38,41,1.53,83,1939,21.2,63,8,8,3.4,373.2815537,2446782
Ghana,2002,Developing,Africa,57.6,31,42,1.6,82,12289,2.7,63,8,78,3.5,39.484473,19924522
Ghana,2001,Developing,Africa,57.4,39,42,1.49,84,13476,2.1,64,81,79,3.5,273.6596668,1942165
Ghana,2000,Developing,Africa,57.2,38,43,1.6,85,23068,19.5,65,88,88,3.6,263.1124679,18938762
Greece,2015,Developing,Europe,81,72,0,7.53,96,1,66.5,0,99,99,0.1,187.78991,182883
Greece,2014,Developing,Europe,88,73,0,7.53,96,1,66,0,99,99,0.1,21673.7817,1892413
Greece,2013,Developing,Europe,86,74,0,7.46,98,3,65.4,0,99,99,0.1,21874.8195,1965211
Greece,2012,Developing,Europe,84,76,0,8.2,98,3,64.9,0,99,99,0.1,22242.68193,114511
Greece,2011,Developing,Europe,85,76,0,8.02,95,40,64.3,0,99,99,0.1,25916.29353,1114899
Greece,2010,Developing,Europe,83,76,0,9,95,149,63.7,0,99,99,0.1,26917.75898,11121341
Greece,2009,Developing,Europe,80,78,0,9.08,95,2,63.1,0,99,99,0.1,2971.973,111717
Greece,2008,Developing,Europe,79.9,77,0,9.51,95,1,62.4,0,99,99,0.1,31997.2821,1177841
Greece,2007,Developing,Europe,79.4,8,0,9.67,95,2,61.8,0,99,99,0.1,28827.32636,1148473
Greece,2006,Developing,Europe,79.7,77,0,9.42,94,0,61.2,1,98,98,0.1,2481.15781,112362
Greece,2005,Developing,Europe,79.3,81,0,9.95,93,122,6.5,1,96,96,0.1,22551.73574,1987314
Greece,2004,Developing,Europe,79.2,81,0,9.56,92,1,59.9,1,95,95,0.1,21955.149,1955141
Greece,2003,Developing,Europe,79.1,81,0,9.46,92,0,59.2,1,93,94,0.1,18477.57841,19287
Greece,2002,Developing,Europe,79,81,1,8.09,91,5,58.6,1,92,92,0.1,1411.31339,19222
Greece,2001,Developing,Europe,78.7,83,1,8.62,91,12,58,1,9,91,0.1,12538.17883,1862132
Greece,2000,Developing,Europe,78.2,84,1,8.48,89,56,57.4,1,89,89,0.1,1242.95373,18588
Guyana,2015,Developing,South America,66.2,215,0,7.74,95,0,46.7,1,92,95,0.3,4136.689919,768514
Guyana,2014,Developing,South America,66,217,0,7.64,98,0,45.9,1,97,98,0.3,43.82321,763393
Guyana,2013,Developing,South America,65.9,218,0,7.56,98,0,45,1,98,98,0.3,3944.178173,75881
Guyana,2012,Developing,South America,65.8,22,0,7.57,97,0,44.1,1,97,97,0.3,3785.935665,75391
Guyana,2011,Developing,South America,65.6,229,0,7.56,93,0,43.2,1,93,93,0.4,3439.597513,7491
Guyana,2010,Developing,South America,65.9,221,0,7.52,95,0,42.4,1,95,95,0.4,326.281212,746556
Guyana,2009,Developing,South America,66.1,218,0,7.49,98,0,41.6,1,97,98,0.3,2716.35256,745693
Guyana,2008,Developing,South America,66.3,218,1,7.32,93,0,4.9,1,93,93,0.8,2576.124957,746314
Guyana,2007,Developing,South America,65.7,232,1,7.2,94,0,4.3,1,94,94,1.9,2327.58324,747869
Guyana,2006,Developing,South America,65.2,24,1,7.04,93,0,39.6,1,92,93,1.1,1945.6395,74961
Guyana,2005,Developing,South America,65,238,1,7.35,93,0,39,1,93,93,1.8,198.455216,75946
Guyana,2004,Developing,South America,65.1,237,1,7.84,91,0,38.4,1,91,91,1.9,145.58861,751652
Guyana,2003,Developing,South America,65.3,237,1,7.93,91,0,37.8,1,91,9,2.1,986.7958173,751857
Guyana,2002,Developing,South America,65.3,244,1,7.73,91,0,37.1,1,93,91,2.3,96.8674827,751884
Guyana,2001,Developing,South America,65.4,247,1,6.71,85,0,36.4,1,9,85,1.7,925.582546,752263
Guyana,2000,Developing,South America,65.4,246,1,6.63,85,0,35.7,1,79,88,1.1,946.599372,75331
Haiti,2015,Developing,North America,63.5,24,14,0.01,62,0,49.9,18,56,6,0.5,814.5463952,171161
Haiti,2014,Developing,North America,63.1,245,14,0.01,48,0,48.8,19,55,48,0.5,83.1148117,1572466
Haiti,2013,Developing,North America,62.7,253,14,5.68,68,0,47.7,19,67,68,0.5,81.265673,1431776
Haiti,2012,Developing,North America,62.3,259,15,5.68,58,0,46.5,20,67,67,0.8,766.8437623,128921
Haiti,2011,Developing,North America,62.3,259,15,5.68,55,0,45.3,20,67,68,1.5,74.9358452,114554
Haiti,2010,Developing,North America,36.3,682,23,5.76,52,0,44.2,58,66,66,1.9,662.2795182,9999617
Haiti,2009,Developing,North America,62.5,251,16,5.85,65,0,43,21,65,65,2,668.297646,985287
Haiti,2008,Developing,North America,62.1,259,16,5.95,65,0,41.8,22,64,63,2.4,674.7564147,97529
Haiti,2007,Developing,North America,61.8,266,17,6.08,55,0,4.7,23,62,63,2.7,615.8198192,9556889
Haiti,2006,Developing,North America,61.1,28,17,6.18,42,0,39.6,23,61,6,3.3,55.47626,949457
Haiti,2005,Developing,North America,65,29,17,5.57,47,0,38.5,24,6,6,3.9,465.311876,926344
Haiti,2004,Developing,North America,58.7,32,18,6.1,65,0,37.5,24,58,55,4.3,387.9429725,9119178
Haiti,2003,Developing,North America,59.7,3,18,6.64,53,0,36.5,25,56,53,4.6,329.782946,8976552
Haiti,2002,Developing,North America,59.3,33,19,6.1,54,0,35.6,26,54,48,4.8,393.16327,8834733
Haiti,2001,Developing,North America,58.9,35,19,6.22,62,159,34.8,27,52,45,5,413.7383164,8692567
Haiti,2000,Developing,North America,58.6,35,20,4.79,63,992,34,28,5,41,5.1,462.486524,85492
Honduras,2015,Developing,North America,74.6,147,3,2.65,97,0,51,4,97,97,0.3,2326.15856,896829
Honduras,2014,Developing,North America,74.5,149,3,2.87,97,0,5.2,4,97,97,0.3,2242.711912,889216
Honduras,2013,Developing,North America,74.3,15,4,3.11,97,0,49.3,4,97,97,0.4,2136.77395,8657785
Honduras,2012,Developing,North America,74.1,151,4,3.11,97,0,48.4,4,97,97,0.4,2178.38325,855646
Honduras,2011,Developing,North America,73.9,153,4,3.1,97,0,47.6,5,97,97,0.4,212.584798,83516
Honduras,2010,Developing,North America,73.6,156,4,3.1,97,0,46.8,5,97,97,0.4,1932.85829,8194778
Honduras,2009,Developing,North America,73.4,157,4,3.08,97,0,45.9,5,97,97,0.5,1815.489496,83521
Honduras,2008,Developing,North America,73.2,159,4,3.14,92,0,45.1,5,93,93,0.6,1751.595857,7872658
Honduras,2007,Developing,North America,73,16,5,3.16,93,0,44.3,6,94,94,0.7,1592.572182,777972
Honduras,2006,Developing,North America,72.8,161,5,3.23,94,0,43.5,6,94,95,0.8,1437.628785,754146
Honduras,2005,Developing,North America,72.5,163,5,3.23,97,0,42.8,6,98,98,0.9,1311.741714,737343
Honduras,2004,Developing,North America,72.2,165,5,3.02,93,0,42,7,94,94,1.2,1217.657961,724153
Honduras,2003,Developing,North America,71.9,166,6,3.04,91,0,41.2,7,92,92,1.4,1157.3427,733821
Honduras,2002,Developing,North America,71.6,169,6,3.09,94,0,4.4,7,95,95,1.5,1132.8721,6863157
Honduras,2001,Developing,North America,71.3,171,6,2.74,95,0,39.6,8,99,96,1.6,113.4546,669361
Honduras,2000,Developing,North America,71,174,6,2.61,93,0,38.8,8,88,94,1.7,188.783165,6524283
India,2015,Developing,Asia,68.3,181,910,3.05,87,90387,18.7,1100,86,87,0.2,1613.18878,1395398
India,2014,Developing,Asia,68,184,957,3.07,79,79563,18.1,1200,84,85,0.2,1573.11889,1293859294
India,2013,Developing,Asia,67.6,187,1000,3.11,7,13822,17.5,1300,82,83,0.2,1452.195373,127856227
India,2012,Developing,Asia,67.3,19,1100,3.1,73,18668,17,1400,79,82,0.2,1446.98541,126365852
India,2011,Developing,Asia,66.8,193,1100,3,44,33634,16.4,1500,79,82,0.2,1461.671957,124723629
India,2010,Developing,Asia,66.4,196,1200,2.77,38,31458,15.9,1600,76,79,0.2,1345.77153,12398691
India,2009,Developing,Asia,66,2,1300,2.5,37,56188,15.4,1700,73,74,0.2,19.317765,121427132
India,2008,Developing,Asia,65.5,23,1300,1.93,29,44258,14.9,1800,69,74,0.3,991.484634,119714696
India,2007,Developing,Asia,65.2,26,1400,1.59,6,41144,14.4,1900,67,64,0.3,118.166373,1179681239
India,2006,Developing,Asia,64.8,28,1500,1.37,6,64185,13.9,2000,66,65,0.3,792.259698,1161977719
India,2005,Developing,Asia,64.4,211,1500,1.27,8,36711,13.5,2000,65,65,0.3,77.819,1144118674
India,2004,Developing,Asia,64,214,1600,1.2,6,55443,13,2100,58,63,0.3,621.3183767,1126135777
India,2003,Developing,Asia,63.7,216,1700,1.19,18,47147,12.6,2200,57,61,0.3,541.1352279,11827848
India,2002,Developing,Asia,63.3,219,1700,1.1,24,40044,12.2,2300,58,59,0.3,466.2842,18987112
India,2001,Developing,Asia,62.9,222,1800,1,5,51780,11.8,2400,58,59,0.3,447.138966,171477855
India,2000,Developing,Asia,62.5,224,1800,0.93,14,38835,11.4,2500,57,58,0.3,438.864634,1535912
Indonesia,2015,Developing,Asia,69.1,176,114,0.09,78,15099,27.4,136,8,78,0.3,3336.16686,258162113
Indonesia,2014,Developing,Asia,68.9,179,119,0.09,78,12943,26.5,142,8,78,0.3,3491.595887,255131116
Indonesia,2013,Developing,Asia,68.7,181,124,0.09,85,8419,25.6,148,86,85,0.3,362.663981,25232263
Indonesia,2012,Developing,Asia,68.5,183,129,0.08,83,15489,24.7,154,84,83,0.3,3687.953996,248883232
Indonesia,2011,Developing,Asia,68.3,185,134,0.08,81,21893,23.8,161,81,81,0.3,3634.27685,24577511
Indonesia,2010,Developing,Asia,68.1,187,138,0.08,83,18869,22.9,167,82,81,0.3,3113.48635,242524123
Indonesia,2009,Developing,Asia,67.9,189,143,0.08,82,20818,22.1,174,85,78,0.3,2254.44566,23934478
Indonesia,2008,Developing,Asia,67.7,189,149,0.07,82,15369,21.3,181,83,77,0.2,216.52766,236159276
Indonesia,2007,Developing,Asia,67.5,19,154,0.06,76,19456,2.5,188,77,73,0.2,1855.93915,232989141
Indonesia,2006,Developing,Asia,67.3,191,159,0.06,66,20422,19.7,194,78,72,0.1,1586.254,22983822
Indonesia,2005,Developing,Asia,67.2,19,163,0.06,65,15853,19,201,79,72,0.1,126.928834,22671273
Indonesia,2004,Developing,Asia,65.3,213,174,0.06,64,29171,18.2,237,79,71,0.1,1148.56996,223614649
Indonesia,2003,Developing,Asia,66.9,189,173,0.05,64,24457,17.5,215,78,71,0.1,164.59447,22545214
Indonesia,2002,Developing,Asia,66.7,189,177,0.05,63,14492,16.7,222,78,71,0.1,899.5556857,2175859
Indonesia,2001,Developing,Asia,66.5,188,182,0.06,62,3825,16,229,77,76,0.1,747.9817455,2145652
Indonesia,2000,Developing,Asia,66.3,188,187,0.06,65,3344,15.4,237,72,75,0.1,738.92744,21154429
Iraq,2015,Developing,Asia,68.9,182,32,0.01,56,1433,59.1,38,63,58,0.1,4974.2693,36115649
Iraq,2014,Developing,Asia,67.9,199,32,0.01,62,1317,58.5,39,67,64,0.1,673.74737,3568
Iraq,2013,Developing,Asia,69.5,17,32,0.01,66,669,57.8,39,67,68,0.1,6925.22446,33883145
Iraq,2012,Developing,Asia,76,147,32,0.01,61,15,57.2,39,67,69,0.1,6651.12242,32776571
Iraq,2011,Developing,Asia,77,144,32,0.17,77,15,56.5,39,68,79,0.1,5854.614497,3172753
Iraq,2010,Developing,Asia,76,145,32,0.19,72,492,55.8,39,74,74,0.1,452.74948,376271
Iraq,2009,Developing,Asia,74,148,32,0.2,75,30328,55.2,39,78,78,0.1,3735.144836,29894652
Iraq,2008,Developing,Asia,69.3,167,32,0.17,66,5494,54.5,38,71,69,0.1,4521.3247,29111417
